srcip,dstip,srcport,dstport,proto,time,pkt_len,version,ihl,tos,id,flag,off,ttl,chksum
744366437,1962334022,443,53215,TCP,1521118750462043,52,4,5,0,26982,2,0,237,35421
738263513,1074109364,443,56599,TCP,1521118750462046,1500,4,5,0,23431,2,0,49,57089
284281003,1074109364,80,63403,TCP,1521118750462047,1500,4,5,8,45155,2,0,59,54362
738263513,1074109364,443,56599,TCP,1521118750462048,1500,4,5,0,23432,2,0,49,57088
132790060,1962334195,35576,9043,UDP,1521118750462051,162,4,5,0,39913,2,0,58,6242
284281003,1074109364,80,63403,TCP,1521118750462059,1500,4,5,8,45156,2,0,59,54361
132790060,1962334195,35576,9043,UDP,1521118750462061,162,4,5,0,39914,2,0,58,6241
3801788594,4211110795,80,14156,TCP,1521118750462062,1280,4,5,0,27009,2,0,55,54173
268955756,3261364847,80,27703,TCP,1521118750462063,1452,4,5,0,51228,2,0,54,14824
3801788594,4211110795,80,14156,TCP,1521118750462064,1280,4,5,0,27010,2,0,55,54172
738263513,1074109364,443,56599,TCP,1521118750462065,1500,4,5,0,23433,2,0,49,57087
738263513,1074109364,443,56599,TCP,1521118750462069,1500,4,5,0,23434,2,0,49,57086
284281003,1074109364,80,63403,TCP,1521118750462072,1500,4,5,8,45157,2,0,59,54360
2488517664,2270145455,443,15827,TCP,1521118750462079,1500,4,5,0,24869,2,0,243,38275
360218036,3353384441,443,55653,TCP,1521118750462080,40,4,5,0,11222,2,0,241,27891
2206341611,3390572207,443,57453,TCP,1521118750462081,1081,4,5,0,64198,2,0,59,53955
2146585429,3449290155,443,57453,TCP,1521118750462083,168,4,5,0,0,2,0,244,61385
1234923770,3451487832,443,44235,TCP,1521118750462083,64,4,5,0,18118,2,0,57,60490
284281003,1074109364,80,63403,TCP,1521118750462086,1500,4,5,8,45158,2,0,59,54359
738263513,1074109364,443,56599,TCP,1521118750462091,1500,4,5,0,23435,2,0,49,57085
790271742,4217677538,443,53441,TCP,1521118750462093,64,4,5,0,48872,2,0,46,9584
738263513,1074109364,443,56599,TCP,1521118750462096,1500,4,5,0,23436,2,0,49,57084
269802322,3449050547,36002,47428,UDP,1521118750462098,91,4,5,0,56967,2,0,54,22364
268955756,3261364847,80,27703,TCP,1521118750462102,1452,4,5,0,51229,2,0,54,14823
1645394518,3455008409,20496,1024,UDP,1521118750462103,1453,4,5,0,20179,0,0,114,52091
284281003,1074109364,80,63403,TCP,1521118750462104,1500,4,5,8,45159,2,0,59,54358
738263513,1074109364,443,56599,TCP,1521118750462113,1500,4,5,0,23437,2,0,49,57083
284281003,1074109364,80,63403,TCP,1521118750462115,1500,4,5,8,45160,2,0,59,54357
268955756,3261364847,80,27703,TCP,1521118750462116,1452,4,5,0,51230,2,0,54,14822
4080410029,3607623181,80,33699,TCP,1521118750462118,40,4,5,2,57184,2,0,45,36980
738263513,1074109364,443,56599,TCP,1521118750462118,1500,4,5,0,23438,2,0,49,57082
2146585429,3449290155,443,56599,TCP,1521118750462121,168,4,5,0,0,2,0,244,61385
2581081802,3455831494,11111,57237,UDP,1521118750462123,1455,4,5,0,27422,0,0,118,28603
2488517664,2270145455,443,15827,TCP,1521118750462124,1500,4,5,0,24870,2,0,243,38274
284281003,1074109364,80,63403,TCP,1521118750462126,1500,4,5,8,45161,2,0,59,54356
2087007426,2270145467,443,22593,TCP,1521118750462127,303,4,5,0,17187,2,0,118,56435
1054369973,846840993,443,26855,TCP,1521118750462128,52,4,5,0,37436,2,0,46,7136
1888477880,4041960588,18358,32714,UDP,1521118750462132,1466,4,5,0,27082,0,0,117,9641
1235507416,3617835504,53,28079,UDP,1521118750462133,77,4,5,0,9168,2,0,117,40383
738263513,1074109364,443,56599,TCP,1521118750462133,1500,4,5,0,23439,2,0,49,57081
1260226579,1962334022,9482,38566,TCP,1521118750462135,142,4,5,0,58044,2,0,58,15936
738263513,1074109364,443,56599,TCP,1521118750462135,1500,4,5,0,23440,2,0,49,57080
3453525675,283451530,52535,443,TCP,1521118750462137,52,4,5,0,39981,2,0,56,2212
284281003,1074109364,80,63403,TCP,1521118750462138,1500,4,5,8,45162,2,0,59,54355
3756983470,3335624920,443,51663,TCP,1521118750462139,40,4,5,0,29010,2,0,56,36150
268955756,3261364847,80,27703,TCP,1521118750462139,1452,4,5,0,51231,2,0,54,14821
2005170341,3453168018,443,50552,TCP,1521118750462141,1400,4,5,0,41411,2,0,247,62764
2488517664,2270145455,443,15827,TCP,1521118750462142,1500,4,5,0,24871,2,0,243,38273
2005170341,3453168018,443,50552,TCP,1521118750462144,1400,4,5,0,41412,2,0,247,62763
2005170341,3453168018,443,50552,TCP,1521118750462146,1400,4,5,0,41413,2,0,247,62762
2005170341,3453168018,443,50552,TCP,1521118750462147,1400,4,5,0,41414,2,0,247,62761
3756983470,3335624920,443,51663,TCP,1521118750462148,40,4,5,0,29011,2,0,56,36149
133032595,3445813100,51987,1485,UDP,1521118750462148,1426,4,5,24,11174,2,0,56,25165
3585853424,3569571009,443,45013,TCP,1521118750462149,357,4,5,0,47007,2,0,54,50370
3741785781,3978971491,443,26670,TCP,1521118750462150,52,4,5,0,58406,2,0,248,27218
284281003,1074109364,80,63403,TCP,1521118750462151,1500,4,5,8,45163,2,0,59,54354
133032595,3445813100,51987,1485,UDP,1521118750462153,1484,4,5,24,11175,2,0,56,25106
133032595,3445813100,51987,1485,UDP,1521118750462158,1426,4,5,24,11176,2,0,56,25163
284281003,1074109364,80,63403,TCP,1521118750462161,1500,4,5,8,45164,2,0,59,54353
3310683221,2317271739,53,34056,UDP,1521118750462162,1473,4,5,0,62385,0,0,59,28662
1226531599,3978971495,443,60492,TCP,1521118750462163,52,4,5,0,29553,2,0,240,13462
1904779786,3608918986,12515,26454,UDP,1521118750462165,1466,4,5,0,24982,0,0,117,14372
744233608,3350327856,31454,80,TCP,1521118750462167,52,4,5,0,894,2,0,241,34175
268955756,3261364847,80,27703,TCP,1521118750462174,1452,4,5,0,51232,2,0,54,14820
3672219438,1074109429,443,59492,TCP,1521118750462175,52,4,5,0,49515,2,0,60,10062
284281003,1074109364,80,63403,TCP,1521118750462176,1500,4,5,8,45165,2,0,59,54352
2279546810,3473494234,80,51409,TCP,1521118750462178,52,4,5,0,0,2,0,55,31815
132803794,3242272814,80,33098,TCP,1521118750462181,1420,4,5,8,1214,2,0,59,55162
3291751922,3338140765,15151,49155,UDP,1521118750462182,378,4,5,0,14368,0,0,57,39639
133032595,3445813100,51987,1485,UDP,1521118750462183,1426,4,5,24,11177,2,0,56,25162
132803794,3242272814,80,33098,TCP,1521118750462185,1420,4,5,8,1215,2,0,59,55161
284281003,1074109364,80,63403,TCP,1521118750462186,1500,4,5,8,45166,2,0,59,54351
2116530499,3890314025,80,63403,TCP,1521118750462188,120,4,5,8,34336,0,0,55,27318
2087007426,2270145478,443,22235,TCP,1521118750462190,303,4,5,0,18917,2,0,116,55206
2146585429,3449290155,443,22235,TCP,1521118750462195,168,4,5,0,0,2,0,244,61385
284281003,1074109364,80,63403,TCP,1521118750462201,1500,4,5,8,45167,2,0,59,54350
2488517664,2270145455,443,15827,TCP,1521118750462203,1500,4,5,0,24872,2,0,243,38272
2005170349,842551839,443,50616,TCP,1521118750462205,40,4,5,0,48841,2,0,247,20605
3885269702,3223197176,80,64719,TCP,1521118750462206,1400,4,5,0,59478,2,0,54,5816
3885269702,3223197176,80,64719,TCP,1521118750462207,469,4,5,0,59479,2,0,54,6746
268955756,3261364847,80,27703,TCP,1521118750462208,1452,4,5,0,51233,2,0,54,14819
1623011302,3472982775,80,51854,TCP,1521118750462212,1492,4,5,0,29667,2,0,57,58788
718026843,3453656666,7006,51646,TCP,1521118750462213,52,4,5,8,53529,2,0,54,42054
284281003,1074109364,80,63403,TCP,1521118750462213,1500,4,5,8,45168,2,0,59,54349
2488517664,2270145455,443,15827,TCP,1521118750462223,1500,4,5,0,24874,2,0,243,38270
1623011302,3472982775,80,51854,TCP,1521118750462225,1492,4,5,0,29668,2,0,57,58787
284281003,1074109364,80,63403,TCP,1521118750462227,1500,4,5,8,45169,2,0,59,54348
2488517664,2270145455,443,15827,TCP,1521118750462228,1500,4,5,0,24875,2,0,243,38269
2487531534,3446786040,443,50041,TCP,1521118750462229,60,4,5,0,0,2,0,58,24319
268955756,3261364847,80,27703,TCP,1521118750462233,1452,4,5,0,51234,2,0,54,14818
4080423191,3890314078,53,24841,UDP,1521118750462236,71,4,5,0,19752,2,0,112,5616
284281003,1074109364,80,63403,TCP,1521118750462237,1500,4,5,8,45170,2,0,59,54347
4106699041,3347600936,109,36787,UDP,1521118750462240,1473,4,5,0,37714,2,0,56,22080
738668964,3978971495,443,4976,TCP,1521118750462241,52,4,5,0,15496,2,0,240,47614
2488517664,2270145455,443,15827,TCP,1521118750462244,1500,4,5,0,24876,2,0,243,38268
3312655111,3349898463,80,63517,TCP,1521118750462245,40,4,5,0,59657,2,0,58,19137
3808661886,3390572482,554,63313,TCP,1521118750462246,1140,4,5,0,26542,2,0,121,20345
3808661886,3390572482,554,63313,TCP,1521118750462247,277,4,5,0,26543,2,0,121,21207
284297911,1074109238,9500,46313,TCP,1521118750462263,117,4,5,0,36530,2,0,54,48876
268955756,3261364847,80,27703,TCP,1521118750462265,1452,4,5,0,51235,2,0,54,14817
2488517664,2270145455,443,15827,TCP,1521118750462266,1500,4,5,0,24877,2,0,243,38267
2146585429,3449290155,443,15827,TCP,1521118750462268,168,4,5,0,0,2,0,244,61385
2005801108,3450102589,443,45200,UDP,1521118750462269,1378,4,5,8,0,2,0,58,31359
3741785781,3978971486,443,47694,TCP,1521118750462272,52,4,5,0,54201,2,0,248,31428
1904779786,3608918986,12515,26454,UDP,1521118750462285,1466,4,5,0,24983,0,0,117,14371
2409465671,3390887361,80,51361,TCP,1521118750462287,1500,4,5,0,26837,2,0,58,7044
2409465671,3390887361,80,51361,TCP,1521118750462288,1500,4,5,0,26838,2,0,58,7043
2488517664,2270145455,443,15827,TCP,1521118750462289,1500,4,5,0,24879,2,0,243,38265
3315153477,1235565354,61426,445,TCP,1521118750462290,40,4,5,0,20941,2,0,113,13141
268955756,3261364847,80,27703,TCP,1521118750462293,1452,4,5,0,51236,2,0,54,14816
2279000371,3242286394,80,51666,TCP,1521118750462298,1476,4,5,0,64663,2,0,59,52758
3787812971,2336078883,443,33657,TCP,1521118750462299,44,4,5,0,794,2,0,247,59167
1250980814,3334526798,13968,23093,UDP,1521118750462302,48,4,5,20,30843,0,0,118,28608
1355977744,3390875008,1024,43600,UDP,1521118750462305,48,4,5,0,5805,0,0,116,56208
718026843,3453656666,7006,51646,TCP,1521118750462306,64,4,5,8,53530,2,0,54,42041
265288576,0,7006,51646,TCP,1521118750462313,0,6,0,0,141,0,4405,223,59132
1190350443,3390900748,80,59446,TCP,1521118750462313,272,4,5,0,24900,2,0,53,31260
1438192402,2343838370,28238,33276,UDP,1521118750462316,1456,4,5,0,18615,0,0,117,57444
1303952863,3641371901,443,53662,TCP,1521118750462320,1354,4,5,0,44050,2,0,60,48123
3305445741,3349797953,15075,65181,TCP,1521118750462323,40,4,5,0,0,2,0,51,50546
2488517664,2270145455,443,15827,TCP,1521118750462325,1500,4,5,0,24882,2,0,243,38262
3523515611,3617732911,63614,443,TCP,1521118750462330,40,4,5,0,25104,2,0,122,9998
2279000374,4041192770,443,52295,TCP,1521118750462331,1438,4,5,0,1683,2,0,59,15512
2409465671,3390887361,80,51361,TCP,1521118750462335,1500,4,5,0,26839,2,0,58,7042
2409465671,3390887361,80,51361,TCP,1521118750462337,1129,4,5,0,26840,2,0,58,7412
743848427,3338138089,443,36668,TCP,1521118750462338,52,4,5,0,13029,2,0,240,14524
2502583597,3260418255,9212,28225,UDP,1521118750462340,52,4,5,0,182,0,0,248,64645
209847208,3472952779,443,55416,UDP,1521118750462343,1497,4,5,0,38737,0,0,245,15308
2279000374,4041192770,443,52295,TCP,1521118750462345,1438,4,5,0,1684,2,0,59,15511
1683324237,3348718722,27032,56489,TCP,1521118750462347,52,4,5,0,3500,2,0,117,59993
2488517664,2270145455,443,15827,TCP,1521118750462348,1500,4,5,0,24883,2,0,243,38261
2116530499,3890314025,443,15827,TCP,1521118750462352,120,4,5,8,34338,0,0,55,27316
2137332953,3618763446,54498,27593,UDP,1521118750462353,65,4,5,0,681,2,0,123,38492
1442308795,3453501923,443,58972,TCP,1521118750462357,40,4,5,0,54816,2,0,48,11329
2581081802,3455831494,11111,57237,UDP,1521118750462359,1455,4,5,0,27423,0,0,118,28602
2146585429,3449290155,11111,57237,UDP,1521118750462360,168,4,5,0,0,2,0,244,61385
269242589,3978971496,443,57684,TCP,1521118750462367,52,4,5,0,19783,2,0,58,23553
2488517664,2270145455,443,15827,TCP,1521118750462371,1500,4,5,0,24884,2,0,243,38260
739920824,1962334036,443,43162,TCP,1521118750462376,1342,4,5,0,59739,2,0,240,55360
1438192402,2343838370,28238,33276,UDP,1521118750462380,1456,4,5,0,18616,0,0,117,57443
3291145430,4094965799,37114,9050,TCP,1521118750462387,52,4,5,0,40843,2,0,58,52219
3756983470,3335624920,443,51663,TCP,1521118750462388,40,4,5,0,29012,2,0,56,36148
2488517664,2270145455,443,15827,TCP,1521118750462389,1500,4,5,0,24883,2,0,243,38261
1544610339,3445759478,20434,26559,UDP,1521118750462393,48,4,5,0,6408,0,0,117,809
1303952863,3641371901,443,53662,TCP,1521118750462394,1354,4,5,0,44051,2,0,60,48122
3877058099,4030665138,443,53662,TCP,1521118750462418,168,4,5,32,27986,0,0,248,13685
2146585429,3449290155,443,53662,TCP,1521118750462420,168,4,5,0,0,2,0,244,61385
2199437178,3399954127,37598,6881,UDP,1521118750462421,48,4,5,0,19729,0,0,113,49314
548742046,3350287951,443,52356,TCP,1521118750462425,40,4,5,0,7029,2,0,119,34311
1303952863,3641371901,443,53662,TCP,1521118750462427,1354,4,5,0,44052,2,0,60,48121
139152361,3349797979,443,62166,TCP,1521118750462428,91,4,5,0,58055,0,0,246,59803
2488517664,2270145455,443,15827,TCP,1521118750462429,1500,4,5,0,24885,2,0,243,38259
2258940778,3978971487,2515,2412,TCP,1521118750462434,52,4,5,0,22687,2,0,58,30604
2198041738,3608324562,443,42895,TCP,1521118750462435,1460,4,5,0,1941,2,0,56,48444
2198041738,3608324562,443,42895,TCP,1521118750462439,1460,4,5,0,1942,2,0,56,48443
269242584,3978971494,443,5624,TCP,1521118750462442,1480,4,5,0,53301,2,0,58,54149
269242584,3978971494,443,5624,TCP,1521118750462443,1480,4,5,0,53302,2,0,58,54148
1355414065,3391028792,27465,59173,UDP,1521118750462445,48,4,5,0,3466,0,0,117,9441
2488517664,2270145455,443,15827,TCP,1521118750462449,1500,4,5,0,24886,2,0,243,38258
3801788594,3454820213,443,48675,TCP,1521118750462451,1280,4,5,0,52761,2,0,55,45103
4006383990,3451487821,110,37116,TCP,1521118750462453,1492,4,5,0,61875,2,0,55,30758
3801788594,3454820213,443,48675,TCP,1521118750462454,1280,4,5,0,52762,2,0,55,45102
3315153477,1235565354,61426,445,TCP,1521118750462455,177,4,5,0,20942,2,0,113,13003
3969007346,3223193565,53,61822,UDP,1521118750462457,232,4,5,0,0,2,0,58,19589
2258940776,3978971491,2515,18488,TCP,1521118750462457,52,4,5,0,42338,2,0,58,10951
3282057536,3390981058,53773,6881,UDP,1521118750462460,48,4,5,0,11540,0,0,119,3048
1536528792,3349791224,35304,51144,TCP,1521118750462463,1500,4,5,0,8818,2,0,114,27098
1190350580,3618109540,443,38214,TCP,1521118750462467,159,4,5,0,18473,2,0,53,38716
1190350580,3618109540,443,38214,TCP,1521118750462467,46,4,5,0,18474,2,0,53,38828
1190350580,3618109540,443,38214,TCP,1521118750462467,85,4,5,0,18475,2,0,53,38788
122023110,3474201471,27032,48758,TCP,1521118750462470,40,4,5,0,7097,2,0,119,2424
282019061,1962334183,56947,9050,TCP,1521118750462472,96,4,5,0,2869,2,0,58,37569
739849429,3978971495,443,60994,TCP,1521118750462473,1500,4,5,0,22777,2,0,240,38050
1898886974,3353372333,53368,36725,UDP,1521118750462474,48,4,5,0,2600,0,0,116,58778
1590071424,0,53368,36725,UDP,1521118750462479,0,6,0,0,354,0,4407,217,5632
133032595,3445813100,51987,1485,UDP,1521118750462480,1426,4,5,24,11178,2,0,56,25161
2525376330,3391053466,12216,52599,TCP,1521118750462490,168,4,5,0,205,2,0,110,7417
2488517664,2270145455,443,15827,TCP,1521118750462495,1500,4,5,0,24886,2,0,243,38258
1066611798,2270145425,443,10201,TCP,1521118750462496,52,4,5,0,52371,2,0,242,5478
2258940777,3978971498,2515,10158,TCP,1521118750462499,52,4,5,0,61106,2,0,58,57710
269242589,3978971496,443,57684,TCP,1521118750462499,272,4,5,0,19784,2,0,58,23332
268938061,3390571623,80,53662,TCP,1521118750462503,1140,4,5,0,12939,2,0,54,33829
739849429,3978971495,443,60994,TCP,1521118750462504,106,4,5,0,22778,2,0,240,39443
1438192402,2343838370,28238,33276,UDP,1521118750462506,1456,4,5,0,18617,0,0,117,57442
2165821806,3455660420,443,54334,TCP,1521118750462509,52,4,5,0,19637,2,0,58,41483
1904779786,3608918986,12515,26454,UDP,1521118750462512,1466,4,5,0,24984,0,0,117,14370
2146585429,3449290155,12515,26454,UDP,1521118750462513,168,4,5,0,0,2,0,244,61385
2488517664,2270145455,443,15827,TCP,1521118750462513,1500,4,5,0,24887,2,0,243,38257
738387842,3349741957,443,58206,TCP,1521118750462518,40,4,5,0,20772,2,0,240,23800
2258940747,3978971486,2515,9230,TCP,1521118750462518,52,4,5,0,39409,2,0,58,13914
269242589,3978971496,443,57684,TCP,1521118750462522,83,4,5,0,19785,2,0,58,23520
269242589,3978971496,443,57684,TCP,1521118750462526,52,4,5,0,19786,2,0,58,23550
2396475794,3452387182,58974,24411,UDP,1521118750462531,58,4,5,0,2546,0,0,122,18722
2488517664,2270145455,443,15827,TCP,1521118750462532,1500,4,5,0,24888,2,0,243,38256
2510188506,3334584144,9375,58618,TCP,1521118750462533,1400,4,5,0,17095,2,0,54,31022
1286694856,3571693341,80,49937,TCP,1521118750462537,103,4,5,0,58830,2,0,56,7240
517385465,3571853948,80,49815,TCP,1521118750462539,1492,4,5,0,60147,2,0,59,33790
2116530499,3890314025,80,49815,TCP,1521118750462540,120,4,5,8,34342,0,0,55,27312
2005836005,4030665149,443,18636,UDP,1521118750462552,64,4,5,0,0,2,0,58,9789
2146585429,3449290155,443,18636,UDP,1521118750462553,168,4,5,0,0,2,0,244,61385
3542516066,4030665149,443,52920,UDP,1521118750462561,1378,4,5,0,0,2,0,58,58629
2570437311,3396737565,3478,2823,UDP,1521118750462564,116,4,5,0,37369,0,0,57,44791
261097415,2205392965,2003,59920,UDP,1521118750462590,1466,4,5,0,32051,0,0,114,35568
1053953745,3617785708,443,43158,TCP,1521118750462594,91,4,5,0,34909,2,0,237,55436
3585067731,3484897676,443,55131,TCP,1521118750462594,109,4,5,0,57915,2,0,54,41096
1323903755,3390917509,9305,9305,UDP,1521118750462598,490,4,5,0,60506,0,0,55,1554
138701718,3233185819,80,49234,TCP,1521118750462601,1347,4,5,0,39154,0,0,246,29206
138701718,3233185819,80,49234,TCP,1521118750462602,1347,4,5,0,39155,0,0,246,29205
2116530499,3890314025,80,49234,TCP,1521118750462611,152,4,5,8,34343,0,0,55,27279
1181216759,3390572226,80,4701,TCP,1521118750462615,52,4,5,0,58188,2,0,120,6206
3350480562,3447595242,13760,51219,TCP,1521118750462618,52,4,5,0,27424,2,0,118,40148
3672228912,1962334038,443,52936,TCP,1521118750462619,459,4,5,0,62001,2,0,61,24220
2299471786,3446796532,443,49772,TCP,1521118750462621,40,4,5,0,2403,2,0,49,53581
1904779786,3608918986,12515,26454,UDP,1521118750462625,1466,4,5,0,24985,0,0,117,14369
2377634709,3390574614,443,2395,TCP,1521118750462627,1140,4,5,0,36834,2,0,60,28454
2377634709,3390574614,443,2395,TCP,1521118750462629,1140,4,5,0,36835,2,0,60,28453
1826975775,3230106520,62028,50484,UDP,1521118750462630,1308,4,5,8,20423,0,0,117,53213
3672228912,1962334038,443,52936,TCP,1521118750462632,1500,4,5,0,62002,2,0,61,23178
2313830813,3978971486,43016,443,TCP,1521118750462633,52,4,5,0,25194,2,0,50,58441
1438192402,2343838370,28238,33276,UDP,1521118750462634,1456,4,5,0,18618,0,0,117,57441
1176241601,3447619177,56651,22,TCP,1521118750462637,40,4,5,0,8160,2,0,115,20523
3672228912,1962334038,443,52936,TCP,1521118750462640,1128,4,5,0,62003,2,0,61,23549
2146585429,3449290155,443,52936,TCP,1521118750462642,168,4,5,0,0,2,0,244,61385
1777148752,3607368426,60745,16865,UDP,1521118750462643,1455,4,5,0,12321,0,0,116,39409
356827871,3617784879,443,49301,TCP,1521118750462647,52,4,5,0,40602,2,0,241,14131
743723064,2321226550,80,62769,TCP,1521118750462657,1440,4,5,0,25118,2,0,246,64283
3584891820,3623864322,5222,33007,TCP,1521118750462658,52,4,5,0,6780,2,0,54,39148
743723064,2321226550,80,62769,TCP,1521118750462661,1440,4,5,0,25119,2,0,246,64282
3556624603,3334585048,62527,27211,UDP,1521118750462666,289,4,5,0,9840,2,0,122,47848
795691610,3978971490,443,44186,TCP,1521118750462667,1500,4,5,0,6149,2,0,240,48322
795691610,3978971490,443,44186,TCP,1521118750462671,1500,4,5,0,6150,2,0,240,48321
1190350625,3390572282,80,9212,TCP,1521118750462672,40,4,5,0,0,2,0,53,57001
3741520606,2325255001,8520,2258,TCP,1521118750462676,873,4,5,0,60155,2,0,60,16576
3307379311,3447595366,443,9371,TCP,1521118750462685,1400,4,5,0,14929,2,0,55,46520
795691610,3978971490,443,44186,TCP,1521118750462686,1500,4,5,0,6151,2,0,240,48320
2087007434,2270145422,443,32080,TCP,1521118750462687,303,4,5,0,16680,2,0,116,57491
269242602,3978971498,80,13700,TCP,1521118750462688,52,4,5,0,59488,2,0,58,49368
1280619379,3572034662,8002,36134,TCP,1521118750462689,1372,4,5,0,57101,2,0,58,39799
1286694856,3571693341,80,49937,TCP,1521118750462692,90,4,5,0,58843,2,0,56,7240
3307379311,3447595366,443,9371,TCP,1521118750462697,1400,4,5,0,14930,2,0,55,46519
